4020.1552953084  3971.585
4023.99298017928  4131.473
4027.83066505016  4122.584
4031.66834992105  4128.278
4035.50603479193  4141.05
4039.34371966281  4133.893
4043.18140453369  4121.457
4047.01908940457  4130.336
4050.85677427545  4138.021
4054.69445914634  4142.287
4058.53214401722  4149.122
4062.3698288881  4164.964
4066.20751375898  4162.719
4070.04519862986  4170.407
4073.88288350075  4158.831
4077.72056837163  4148.916
4081.55825324251  4166.583
4085.39593811339  4157.96
4089.23362298427  4156.354
4093.07130785515  4164.437
4096.90899272604  4170.661
4100.74667759692  4180.422
4104.5843624678  4190.201
4108.42204733868  4186.111
4112.25973220956  4164.689
4116.09741708044  4162.507
4119.93510195133  4159.002
4123.77278682221  4137.1
4127.61047169309  4120.186
4131.44815656397  4124.747
4135.28584143485  4127.057
4139.12352630574  4128.92
4142.96121117662  4134.119
4146.7988960475  4163.548
4150.63658091838  4137.981
4154.47426578926  4145.065
4158.31195066014  4125.433
4162.14963553103  4131.565
4165.98732040191  4160.16
4169.82500527279  4153.818
4173.66269014367  4170.879
4177.50037501455  4219.659
4181.33805988544  4256.13
4185.17574475632  4306.018
4189.0134296272  4332.582
4192.85111449808  4300.283
4196.68879936896  4263.575
4200.52648423984  4258.186
4204.36416911073  4271.025
4208.20185398161  4273.014
4212.03953885249  4238.229
4215.87722372337  4196.529
4219.71490859425  4167.413
4223.55259346514  4128.475
4227.39027833602  4140.272
4231.2279632069  4144.653
4235.06564807778  4172.771
4238.90333294866  4187.908
4242.74101781954  4176.156
4246.57870269043  4143.54
4250.41638756131  4143.886
4254.25407243219  4121.808
4258.09175730307  4111.074
4261.92944217395  4118.565
4265.76712704484  4121.691
4269.60481191572  4116.413
4273.4424967866  4097.509
4277.28018165748  4092.404
4281.11786652836  4116.938
4284.95555139924  4129.841
4288.79323627013  4137.899
4292.63092114101  4143.644
4296.46860601189  4119.288
4300.30629088277  4115.946
4304.14397575365  4106.796
4307.98166062454  4108.985
4311.81934549542  4102.447
4315.6570303663  4100.54
4319.49471523718  4142.484
4323.33240010806  4192.282
4327.17008497894  4170.097
4331.00776984983  4138.52
4334.84545472071  4118.986
4338.68313959159  4099.593
4342.52082446247  4089.397
4346.35850933335  4074.256
4350.19619420424  4080.438
4354.03387907512  4086.54
4357.871563946  4091.875
4361.70924881688  4110.477
4365.54693368776  4141.091
4369.38461855864  4117.288
4373.22230342953  4162.083
4377.05998830041  4229.507
4380.89767317129  4297.661
4384.73535804217  4323.134
4388.57304291305  4299.229
4392.41072778393  4224.875
4396.24841265482  4174.546
4400.0860975257  4148.556
4403.92378239658  4131.254
4407.76146726746  4142.757
4411.59915213834  4164.241
4415.43683700923  4147.751
4419.27452188011  4118.097
4423.11220675099  4078.896
4426.94989162187  4075.687
4430.78757649275  4075.203
4434.62526136363  4079.51
4438.46294623452  4108.464
4442.3006311054  4138.63
4446.13831597628  4160.878
4449.97600084716  4149.996
4453.81368571804  4154.017
4457.65137058893  4196.101
4461.48905545981  4200.966
4465.32674033069  4151.627
4469.16442520157  4111.757
4473.00211007245  4147.058
4476.83979494334  4139.466
4480.67747981422  4134.295
4484.5151646851  4109.205
4488.35284955598  4094.539
4492.19053442686  4862.936
4496.02821929774  6176.343
4499.86590416863  6846.276
4503.70358903951  6296.963
4507.54127391039  5071.621
4511.37895878127  4199.463
4515.21664365215  4327.282
4519.05432852303  5012.408
4522.89201339392  5494.423
4526.7296982648  5379.239
