wavelength spectrum_sum 3smoothed_sum spectrum_optimal 3smoothed_optimal spectrum_snr
4918.16 55650.7 56087.4 63166.8 63630.7 251.773
4921.06 54975.3 55447.2 62405.3 62993.9 250.256
4923.96 55715.4 56041.8 63409.8 63707.4 251.893
4926.86 57434.5 57185 65307.3 65016 255.769
4929.75 58405.1 57736.4 66330.8 65577.7 257.928
4932.65 57369.7 57497.4 65095 65293.5 255.668
4935.55 56717.4 57313.9 64454.9 65101.9 254.193
4938.45 57854.6 57884.4 65755.8 65812 256.708
4941.35 59081.2 58743.7 67225.4 66811.5 259.414
4944.24 59295.4 59643.5 67453.4 67847.6 259.899
4947.14 60553.8 60118.4 68864.1 68355.7 262.688
4950.04 60505.8 60368.5 68749.6 68652.2 262.597
4952.94 60046 60222 68342.8 68500 261.575
4955.83 60114.3 60070 68407.8 68388.1 261.747
4958.73 60049.9 60468.2 68413.7 68847.5 261.553
4961.63 61240.4 60851.7 69721 69301.2 264.189
4964.52 61264.9 61072.8 69768.8 69530.5 264.24
4967.42 60713 60982.1 69101.7 69445.4 263.044
4970.32 60968.2 60991.1 69465.7 69442.6 263.601
4973.22 61292.2 61375.2 69760.4 69898.8 264.305
4976.11 61865.3 61281 70470.4 69785.4 265.53
4979.01 60685.5 60216.8 69125.3 68575.2 262.976
4981.91 58099.6 58898 66130 67108.8 257.289
4984.8 57908.9 58348 66071.2 66490.7 256.826
4987.7 59035.4 58905.8 67271 67165.7 259.349
4990.6 59773 59904.6 68155 68280.1 260.982
4993.49 60905.5 60310.9 69414.2 68764.5 263.447
4996.39 60254 60292.9 68724.4 68730.1 262.032
4999.29 59719.2 59758.9 68051.6 68160.1 260.882
5002.18 59303.6 59335.7 67704.4 67677 259.885
5005.08 58984.4 59394.9 67274.9 67769.6 259.28
5007.97 59896.8 59650.3 68329.6 68063.2 261.244
5010.87 60069.6 59713.9 68585.2 68138.8 261.641
5013.77 59175.4 59338.8 67501.8 67725.4 259.682
5016.66 58771.6 59080.4 67089.3 67430.4 258.756
5019.56 59294.4 59559.7 67700 68008.2 259.909
5022.45 60613.1 60289.9 69235.3 68868.8 262.814
5025.35 60962.3 61048.9 69671 69737.3 263.551
5028.24 61571.3 61581 70305.7 70345.4 264.872
5031.14 62209.5 61847.9 71059.6 70622.2 266.287
5034.04 61762.9 61667.3 70501.5 70431.4 265.277
5036.93 61029.6 61090.8 69733.2 69765.1 263.748
5039.83 60480 60939 69060.6 69645.6 262.58
5042.72 61307.4 61319.9 70143.1 70126.6 264.341
5045.62 62172.3 61640.6 71176.1 70495.3 266.183
5048.51 61442.1 61842.5 70166.8 70712.9 264.645
5051.41 61913.1 62115.5 70795.8 70980.9 265.601
5054.3 62991.2 62619.2 71980.2 71606.4 267.988
5057.2 62953.1 63472.9 72043.2 72598.1 267.867
5060.09 64474.4 63646.1 73770.9 72798.9 271.1
5062.99 63510.6 63874.5 72582.5 73034.8 269.07
5065.88 63638.5 63389.2 72750.8 72466 269.362
5068.77 63018.6 63028.1 72064.8 72089.8 268.022
5071.67 62427.1 62270.7 71453.7 71283.2 266.769
5074.56 61366.3 61424.5 70331 70324.2 264.476
5077.46 60480.2 60624.7 69187.9 69418.4 262.578
5080.35 60027.6 60307.1 68736.3 69053.1 261.567
5083.25 60413.5 60526.4 69235.1 69304.2 262.322
5086.14 61138.2 61149.8 69941.2 70017.3 263.972
5089.03 61897.8 61757 70875.7 70694.6 265.664
5091.93 62235.2 62378.5 71266.8 71429.8 266.324
5094.82 63002.6 62204 72146.9 71241.9 268.014
5097.72 61374.2 62027 70311.9 71051.4 264.446
5100.61 61704.3 61711.9 70695.4 70702.5 265.171
5103.5 62057.3 62029.4 71100.1 71083.3 265.954
5106.4 62326.6 62128.6 71454.2 71233.1 266.514
5109.29 62001.8 62311.2 71145.1 71459 265.859
5112.18 62605.1 62352.8 71777.8 71509 267.153
5115.08 62451.4 62553 71604.2 71709.1 266.798
5117.97 62602.5 62212.4 71745.4 71324.8 267.129
5120.86 61583.4 61438.1 70624.7 70438.6 264.959
5123.76 60128.3 60784.7 68945.7 69733 261.784
5126.65 60642.4 60608.2 69628.7 69540.1 262.884
5129.54 61053.8 60844 70045.8 69839.2 263.765
5132.43 60835.6 60916.6 69843.2 69889 263.296
5135.33 60860.4 60888.8 69777.9 69856.1 263.395
5138.22 60970.4 60894.8 69947 69860.2 263.618
5141.11 60853.7 61032.7 69855.6 70020.1 263.349
5144 61273.9 61286.2 70257.8 70326.1 264.301
5146.9 61731.1 61650.2 70864.9 70751.4 265.277
5149.79 61945.5 61777.5 71131.4 70940.2 265.686
5152.68 61655.7 61795.4 70824.4 70983.5 265.117
5155.57 61785 61784.7 70994.8 70973.6 265.397
5158.47 61913.3 61755.2 71101.5 70910.6 265.658
5161.36 61567.3 61270.6 70635.4 70352.4 264.928
5164.25 60331.3 60157.3 69320.2 69070.8 262.227
5167.14 58573.4 58977.4 67256.8 67761.3 258.37
5170.03 58027.7 58491.7 66707 67210.4 257.183
5172.92 58874 59149.3 67667.3 68001.5 259.053
5175.82 60546.4 60187 69630.2 69192.8 262.682
5178.71 61140.7 60743.7 70281 69798.8 264.027
5181.6 60543.9 60426.7 69485.2 69437.8 262.698
5184.49 59595.5 59818.4 68547.3 68719.7 260.652
5187.38 59315.9 59185.6 68126.7 68057.6 260.026
5190.27 58645.5 59036.4 67498.8 67875.2 258.552
5193.16 59147.8 58704.7 68000.1 67509.9 259.637
5196.05 58321 58688.3 67030.7 67485.3 257.805
5198.94 58596.1 58380.9 67425.2 67161.5 258.387
5201.84 58225.7 58049.8 67028.7 66779.5 257.584
5204.73 57327.6 57949.5 65884.5 66683.8 255.597
5207.62 58295.2 58542.3 67138.2 67352.7 257.755
5210.51 60004.2 59515.5 69035.3 68501 261.478
5213.4 60247 60040.3 69329.6 69078.3 262.048
5216.29 59869.6 60438.5 68870.2 69508 261.223
5219.18 61198.8 60783 70324.3 69862.9 264.15
5222.07 61280.4 60839.7 70394.2 69860.9 264.303
5224.96 60040 59999.1 68864.1 68853.9 261.576
5227.85 58677 59297.3 67303.5 68022.7 258.599
5230.74 59174.8 58828.8 67900.5 67476.4 259.687
5233.63 58634.7 59137.4 67225 67859.4 258.497
5236.52 59602.9 59723.6 68452.5 68567.8 260.659
5239.41 60933.3 60817.8 70026 69901.5 263.532
5242.3 61917.4 61383 71225.9 70581.6 265.671
5245.19 61298.4 61467.7 70492.9 70731.6 264.359
5248.08 61187.3 61172.3 70476 70408.1 264.11
5250.97 61031.2 61047.9 70255.2 70304.4 263.775
5253.85 60925.3 60944.2 70182 70204.9 263.562
5256.74 60876.1 60859.8 70177.4 70133.8 263.411
5259.63 60777.9 60388.1 70042 69606.1 263.174
5262.52 59510.4 59694.9 68598.8 68798.8 260.42
5265.41 58796.4 58513.6 67755.5 67427.9 258.884
5268.3 57234 57714.4 65929.5 66526.1 255.433
5271.19 57112.8 57177.9 65893.3 65884.3 255.119
5274.08 57187 57508.2 65830.1 66244.5 255.282
5276.97 58224.7 58015.3 67010.1 66751.7 257.587
5279.85 58634 58667.2 67415 67473.5 258.486
5282.74 59142.8 59221.7 67995.4 68095 259.631
5285.63 59888.4 59980.4 68874.5 69000.7 261.281
5288.52 60910.1 60480.6 70132.1 69602.8 263.463
5291.41 60643.3 60801.7 69801.6 70010.3 262.934
5294.3 60851.8 60860.4 70097.3 70100.1 263.384
5297.18 61086.2 60791.4 70401.4 70070.3 263.859
5300.07 60436.3 60688.6 69712.1 70006.4 262.487
5302.96 60543.4 60715.8 69905.7 70105.9 262.715
5305.85 61167.7 61078.1 70699.8 70583.2 264.059
5308.73 61523.1 61262 71144 70801 264.809
5311.62 61095.2 60980.3 70559.2 70439.3 263.905
5314.51 60322.6 60607.4 69614.8 69973.3 262.226
5317.4 60404.3 60244.1 69746 69551.8 262.375
5320.28 60005.2 59853.3 69294.7 69126.5 261.519
5323.17 59150.3 59316.5 68338.8 68514.3 259.642
5326.06 58793.9 58586 67909.5 67672.1 258.886
5328.94 57813.8 58785.8 66768 67916.3 256.682
5331.83 59749.9 59137.2 69071.5 68335.7 260.967
5334.72 59847.8 59649.7 69167.5 68955.5 261.194
5337.6 59351.6 59536.3 68627.6 68821.4 260.058
5340.49 59409.6 59640.6 68669.2 68961.7 260.219
5343.38 60160.6 60089 69588.3 69477.6 261.868
5346.26 60696.7 60671.6 70175.5 70146 263.07
5349.15 61157.5 61143 70674.1 70682.2 264.025
5352.04 61574.8 61636.8 71197.1 71252.9 264.981
5354.92 62178.1 61829.4 71887.5 71480.6 266.259
5357.81 61735.3 61803.5 71357.1 71437.5 265.259
5360.69 61497.2 61125.2 71067.7 70641.6 264.79
5363.58 60143.1 60308.1 69499.9 69720.3 261.8
5366.47 59284 59481.8 68593.3 68785.8 259.921
5369.35 59018.2 59274.2 68264.1 68596.7 259.346
5372.24 59520.5 59739.9 68932.8 69156.8 260.481
5375.12 60681 60368.8 70273.3 69867.2 262.983
5378.01 60904.8 60693.1 70395.3 70223.2 263.52
5380.89 60493.4 60642.1 70000.9 70146.9 262.593
5383.78 60528.2 60470.7 70044.6 69982.4 262.7
5386.66 60390.5 60702.4 69901.6 70246.8 262.368
5389.55 61188.5 60704.1 70794.2 70231.7 264.138
5392.43 60533.3 60734.6 69999.3 70270.9 262.688
5395.32 60482 60249.5 70019.3 69718.7 262.589
5398.2 59733.2 59866.1 69137.5 69255.8 260.92
5401.09 59383 59231.9 68610.5 68499.3 260.199
5403.97 58579.5 58748.7 67750.1 67925.7 258.377
5406.86 58283.5 58377.3 67416.5 67551 257.753
5409.74 58268.9 58515.8 67486.4 67744.2 257.739
5412.63 58995.1 59105.6 68329.6 68449.6 259.282
5415.51 60052.8 59772.1 69532.7 69225.1 261.651
5418.39 60268.6 60299.7 69812.8 69840.4 262.1
5421.28 60577.8 60238.2 70175.5 69741.2 262.801
5424.16 59868.2 60127.9 69235.3 69607.8 261.222
5427.05 59937.6 59942.4 69412.5 69405.9 261.429
5429.93 60021.5 59964.4 69569.8 69459.9 261.583
5432.81 59934.1 60296.9 69397.3 69863.1 261.423
5435.7 60935.2 60863.5 70622.1 70498.6 263.524
5438.58 61721.2 61482.8 71476.3 71209.1 265.27
5441.46 61792 61492.7 71528.8 71213.6 265.447
5444.35 60964.9 61035.4 70635.6 70702.9 263.614
5447.23 60349.1 60899.5 69944.2 70554.6 262.305
5450.11 61384.6 60952.5 71084 70610.9 264.543
5453 61123.8 61062.3 70804.3 70738.8 263.974
5455.88 60678.4 60970.9 70328.2 70656.4 263.029
5458.76 61110.6 60792 70836.6 70446.4 263.942
5461.64 60586.9 60838.9 70174.6 70501.3 262.793
5464.53 60819.3 60992.2 70492.7 70678.1 263.36
5467.41 61570.5 61049.3 71367.2 70759.2 264.971
5470.29 60758.1 60625.5 70417.8 70269 263.16
5473.17 59547.9 59805.8 69022 69299.3 260.552
5476.06 59111.3 59309 68458.1 68705.5 259.582
5478.94 59267.6 59524.6 68636.2 68949.2 259.905
5481.82 60195 60169.3 69753.2 69722 261.937
5484.7 61045.2 60813.4 70776.7 70478.6 263.83
5487.58 61200 61239.5 70905.8 70969.6 264.166
5490.46 61473.2 61574.2 71226.5 71350.7 264.724
5493.35 62049.4 61574.5 71919.9 71380.6 265.976
5496.23 61201 61259.4 70995.3 71026 264.136
5499.11 60527.6 60820.2 70162.8 70532.4 262.697
5501.99 60732.1 60747.2 70439 70424.6 263.136
5504.87 60981.8 60773.7 70672.1 70450 263.66
5507.75 60607.3 60629.7 70238.8 70263.2 262.834
5510.63 60299.9 60556.8 69878.8 70208 262.218
5513.51 60763 60895 70506.3 70605.8 263.2
5516.4 61622.1 61282.7 71432.3 71056.7 265.111
5519.28 61463.1 61438.4 71231.5 71202.8 264.703
5522.16 61230 61261.1 70944.8 70995.9 264.219
5525.04 61090.2 61004.6 70811.5 70723.7 263.92
5527.92 60693.6 60993.9 70414.7 70721.3 263.042
5530.8 61198 60813.8 70937.8 70516.9 264.143
5533.68 60549.9 60922.6 70198.1 70645 262.739
5536.56 61020 61081.9 70799.1 70827.4 263.73
5539.44 61676 61192.1 71485.1 70968.9 265.166
5542.32 60880.4 60877.4 70622.5 70607.4 263.468
5545.2 60076 60585.1 69714.6 70277.7 261.671
5548.08 60799 60704.4 70496 70412 263.24
5550.96 61238.3 61290.7 71025.4 71084.3 264.192
5553.84 61834.7 61387.7 71731.6 71211.6 265.508
5556.72 61090.2 61491.4 70878 71328 263.858
5559.6 61549.4 61248.2 71374.4 71035 264.919
5562.47 61105.1 61225 70852.8 71014.3 263.914
5565.35 61020.5 61012.5 70815.6 70771.6 263.751
5568.23 60912 60810.7 70646.5 70577.8 263.445
5571.11 60499.5 60607.6 70271.2 70389.6 262.422
5573.99 60411.4 60580.6 70251.2 70403.7 262.069
5576.87 60830.9 60786.9 70688.6 70637.7 262.883
5579.75 61118.5 60973.3 70973.3 70775.5 263.575
5582.63 60970.5 60746.8 70664.6 70438.9 263.346
5585.5 60151.4 60492.9 69678.9 70101.2 261.671
5588.38 60356.9 60248.6 69960 69788.7 262.16
5591.26 60237.4 60199.9 69727.1 69753.7 261.954
5594.14 60005.5 60294 69574 69881.4 261.461
5597.02 60639.1 60193.3 70343.1 69790.3 262.891
5599.89 59935.1 60328.3 69453.9 69961.5 261.405
5602.77 60410.6 60420.9 70087.6 70081.3 262.408
5605.65 60917.1 60686.7 70702.4 70406.8 263.485
5608.53 60732.5 60843.9 70430.3 70591.4 263.131
5611.4 60882.2 60660.9 70641.7 70355.8 263.429
5614.28 60368 60448.7 69995.5 70124.3 262.355
5617.16 60095.8 60164.5 69735.7 69790.7 261.704
5620.04 60029.9 60054.5 69640.7 69671.2 261.576
5622.91 60038 60111.6 69637.2 69728 261.611
5625.79 60266.9 60383.5 69905.9 70028.5 262.134
5628.67 60845.5 60706.1 70542.5 70392.6 263.396
5631.54 61005.9 60826.3 70729.5 70512.5 263.746
5634.42 60627.5 60646.3 70265.6 70304.1 262.899
5637.3 60305.6 60330.1 69917 69948.4 262.235
5640.17 60057.1 60237.7 69662.6 69853.1 261.617
5643.05 60350.2 60272.9 69979.6 69916.9 262.338
5645.93 60411.3 60341.9 70108.5 69982.8 262.435
5648.8 60264.4 60449.3 69860.2 70123.8 262.14
5651.68 60672.1 60338.8 70402.7 69978.1 262.981
5654.55 60079.9 59895.4 69671.4 69464.4 261.716
5657.43 58934.1 59263.4 68319.2 68706.4 259.196
5660.3 58776.2 58639 68128.5 67989.2 258.865
5663.18 58206.6 58593.7 67519.8 67944.7 257.592
5666.06 58798.1 58915.8 68185.8 68331.7 258.878
5668.93 59742.7 59481.6 69289.3 68987.7 260.942
5671.81 59904 60042.5 69487.9 69630.1 261.285
5674.68 60480.8 60129.8 70113.1 69722 262.59
5677.56 60004.4 60033.3 69564.9 69594.8 261.569
5680.43 59614.7 59607.7 69106.6 69095.9 260.7
5683.31 59204 59162.3 68616.4 68591.8 259.851
5686.18 58668.1 58838.1 68052.4 68226 258.547
5689.06 58642.3 58863 68009.3 68256.6 258.57
5691.93 59278.7 59062.5 68708.3 68478.1 259.953
5694.8 59266.6 59237.9 68716.8 68668 259.893
5697.68 59168.6 59134.8 68578.8 68560.4 259.731
5700.55 58969.3 59029.7 68385.5 68419 259.268
5703.43 58951.4 58748 68292.7 68096 259.202
5706.3 58323.3 58442.1 67609.7 67735.5 257.84
5709.17 58051.7 58247.3 67303.9 67516.7 257.235
5712.05 58366.9 58357.3 67636.5 67630.6 257.923
5714.92 58653.3 58552.1 67951.2 67847.3 258.561
5717.8 58636.2 58793 67954.2 68124.7 258.588
5720.67 59089.5 59083.7 68468.8 68469.8 259.563
5723.54 59525.3 59136.3 68986.5 68526.4 260.52
5726.41 58794 59095.3 68123.9 68467.5 258.867
5729.29 58966.6 58976.9 68292.2 68318.2 259.293
5732.16 59169.9 58890.3 68538.5 68199.1 259.716
5735.03 58534.4 58905.9 67766.6 68215.5 258.319
5737.91 59013.5 58762.7 68341.3 68034.5 259.383
5740.78 58740.2 58816.1 67995.7 68085.8 258.795
5743.65 58694.6 58493 67920.3 67717 258.691
5746.52 58044 58337.3 67234.9 67523.9 257.205
5749.4 58273.3 58181.4 67416.6 67357.2 257.732
5752.27 58227 58123.8 67420.1 67275.7 257.661
5755.14 57871.1 58078.1 66990.3 67241.5 256.862
5758.01 58136.1 57886.1 67314.1 67025.2 257.445
5760.88 57650.9 57859.3 66771.2 67007 256.345
5763.76 57790.7 57666.5 66935.8 66783.1 256.643
5766.63 57557.8 57729.6 66642.3 66837.9 256.158
5769.5 57840.2 57702.3 66935.7 66783.1 256.798
5772.37 57708.7 56259.1 66771.2 66930.2 256.463
5775.24 53228.2 54677.1 67083.7 66912.3 246.239
5778.11 53094.3 53023.4 66881.9 66762.2 246.029
5780.98 52747.7 52809.1 66321 66482.1 245.204
5783.86 52585.2 52644.2 66243.5 66220 244.784
5786.73 52599.8 52798.1 66095.5 66397.5 244.805
5789.6 53209.4 52992.9 66853.5 66564.9 246.221
5792.47 53169.5 53107.2 66745.6 66685.8 246.136
5795.34 52942.6 53089.5 66458.4 66642.3 245.624
5798.21 53156.3 53127.5 66722.8 66679.3 246.133
5801.08 53283.6 53103.7 66856.8 66658.1 246.453
5803.95 52871.2 52930.8 66394.7 66431.1 245.44
5806.82 52637.6 52866.7 66041.8 66346 244.885
5809.69 53091.3 53072.4 66601.7 66545.1 245.989
5812.56 53488.2 53259.1 66991.9 66735.9 246.875
5815.43 53197.9 53411.4 66614.1 66916.4 246.238
5818.3 53548.1 53249.3 67143.3 66757.3 247.047
5821.17 53002 53435.3 66514.6 66988 245.722
5824.04 53755.8 53317.4 67306.1 66780 247.467
5826.91 53194.5 53361.9 66519.2 66794.8 246.274
5829.77 53135.5 53318.9 66559 66707.9 246.06
5832.64 53626.6 53465.3 67045.4 66890.6 247.207
5835.51 53634 53510.9 67067.4 66892.2 247.219
5838.38 53272.1 53490.4 66563.7 66909.9 246.426
5841.25 53565.1 53408.7 67098.6 66819.3 247.079
5844.12 53388.8 53302.3 66795.6 66702.9 246.664
5846.99 52953.1 53212.7 66214.6 66501.2 245.628
5849.86 53296.1 52579.4 66493.4 65697.3 246.443
5852.72 51489.1 52240.1 64383.9 65241.7 242.19
5855.59 51935.2 51850 64847.6 64785.1 243.276
5858.46 52125.7 52080.5 65123.7 65054.3 243.711
5861.33 52180.7 52387.9 65191.6 65384.9 243.828
5864.2 52857.4 52673.3 65839.3 65662.1 245.434
5867.06 52981.8 53049.4 65955.3 66043.6 245.658
5869.93 53309.1 53281.3 66336.3 66293.9 246.432
5872.8 53553 53459.7 66590.2 66539.6 247.044
5875.67 53516.9 53385.1 66692.2 66473.1 246.902
5878.53 53085.6 53148.3 66137 66230.4 245.955
5881.4 52842.4 52828.9 65862.1 65833.9 245.337
5884.27 52558.6 52235.5 65502.5 65105.3 244.646
5887.13 51305.6 51219.9 63951.3 63853.6 241.616
5890 49795.6 50354.3 62107 62803.6 238.054
5892.87 49961.7 50020.1 62352.6 62322.7 238.411
5895.73 50302.9 50555.4 62508.5 62904.1 239.232
5898.6 51401.7 51183.1 63851 63560.6 241.916
5901.47 51844.8 51844.4 64322.1 64334.9 242.966
5904.33 52286.8 52120.1 64831.7 64651.7 244.018
5907.2 52228.7 52307.4 64801.3 64883.5 243.859
5910.06 52406.7 52290.3 65017.5 64905.5 244.308
5912.93 52235.4 52259 64897.7 64874.7 243.929
5915.79 52134.8 52348.8 64709 64965 243.674
5918.66 52676.1 52384.1 65288.2 64960.9 244.951
5921.53 52341.3 52463.9 64885.5 65012 244.208
5924.39 52374.4 52408.9 64862.3 64936.2 244.273
5927.26 52511.1 52174.9 65060.9 64632.7 244.61
5930.12 51639.3 51961.3 63974.9 64362.5 242.576
5932.99 51733.7 51835.7 64051.8 64202 242.784
5935.85 52134.2 52071.7 64579.4 64482.3 243.685
5938.72 52347.1 52242.5 64815.6 64682.4 244.161
5941.58 52246 52151.6 64652.3 64533.1 244.015
5944.44 51861.5 51914.4 64131.3 64221.7 243.115
5947.31 51635.6 51818 63881.3 64064 242.568
5950.17 51956.8 51708.7 64179.3 63937.3 243.333
5953.04 51533.8 51759 63751.1 63984.4 242.356
5955.9 51786.3 51745.7 64022.7 63951.4 242.906
5958.76 51917 51917.6 64080.3 64136 243.223
5961.63 52049.5 51820.7 64304.9 63950.1 243.538
5964.49 51495.5 51723.9 63465.2 63824 242.247
5967.36 51626.6 51727 63701.9 63792.2 242.535
5970.22 52058.9 51743.7 64209.3 63843.7 243.558
5973.08 51545.4 51679.7 63619.7 63784.8 242.344
5975.95 51434.7 51248.7 63525.2 63249.2 242.079
5978.81 50765.9 50947.8 62602.7 62863.7 240.469
5981.67 50642.8 50794.5 62463.4 62591.8 240.225
5984.53 50974.7 50659.7 62709.2 62418.6 240.984
5987.4 50361.5 50782.6 62083.2 62506.7 239.527
5990.26 51011.6 50879.9 62727.6 62623.3 241.102
5993.12 51266.6 51090.5 63059 62801.6 241.7
5995.98 50993.2 51205.4 62618.1 62942.8 241.109
5998.85 51356.5 51172.8 63151.2 62931.6 241.905
6001.71 51168.8 51018.5 63025.5 62765.1 241.458
6004.57 50530.2 50748.7 62118.6 62438.5 239.987
6007.43 50547 50580.3 62171.3 62157.7 240.009
6010.29 50663.6 50454.7 62183.1 61993.8 240.288
6013.15 50153.6 50392.2 61627.1 61870 239.059
6016.02 50359.5 50236.3 61799.8 61677.3 239.633
6018.88 50195.7 50122.2 61604.9 61526.9 239.212
6021.74 49811.6 49997.7 61176 61359.4 238.239
6024.6 49985.8 50016.9 61297.2 61340.7 238.711
6027.46 50253.3 50217.2 61548.8 61513.1 239.302
6030.32 50412.6 50333 61693.2 61612.2 239.702
6033.18 50333 50426.5 61594.4 61706 239.477
6036.04 50533.9 50471.2 61830.2 61800.9 240.009
6038.9 50546.7 50482.8 61977.9 61814 240.013
6041.76 50367.7 50339.5 61633.8 61629 239.592
6044.62 50104.1 50305.7 61275.2 61550.7 238.99
6047.48 50445.3 50255.6 61743.1 61464 239.757
6050.34 50217.5 50343.5 61373.7 61561.2 239.254
6053.2 50367.7 50311 61567 61462.9 239.609
6056.06 50347.8 50505.6 61448 61704 239.552
6058.92 50801.2 50477.9 62096.9 61663.1 240.678
6061.78 50284.8 50364.5 61444.3 61531.7 239.455
6064.64 50007.6 50151.9 61053.8 61245.4 238.782
6067.5 50163.2 50244.6 61237.9 61345.8 239.12
6070.36 50563.1 50376.7 61745.7 61466.5 240.096
6073.22 50403.7 50385.6 61415.8 61476.3 239.705
6076.08 50190 49988.1 61267.5 60984.5 239.181
6078.93 49370.7 49733 60270.1 60672.8 237.214
6081.79 49638.3 49575.7 60480.8 60448.7 237.873
6084.65 49718.2 49637.5 60595.2 60517.1 238.094
6087.51 49556.1 49629 60475.3 60507.9 237.675
6090.37 49612.6 49531.8 60453.2 60380.4 237.802
6093.23 49426.7 49589.7 60212.7 60382.4 237.354
6096.08 49729.8 49579.3 60481.4 60343.8 238.114
6098.94 49581.5 49508.8 60337.4 60237.3 237.77
6101.8 49215 49303.6 59893.1 59990.3 236.833
6104.66 49114.2 49155.1 59740.4 59799.5 236.596
6107.51 49135.9 49221.6 59765 59846.1 236.675
6110.37 49414.8 49194.7 60032.9 59797.4 237.352
6113.23 49033.4 49282 59594.2 59875.4 236.444
6116.09 49397.7 49258.8 59999 59843.1 237.309
6118.94 49345.3 49360.5 59936.1 59923.2 237.168
6121.8 49338.6 49214.5 59834.6 59713.7 237.164
6124.66 48959.5 48969 59370.4 59394.6 236.266
6127.51 48608.9 48785.8 58978.8 59166.9 235.384
6130.37 48789.1 48673.8 59151.5 59054 235.82
6133.22 48623.5 48427.8 59031.6 58747 235.45
6136.08 47870.8 47800.4 58057.9 58005.8 233.636
6138.94 46906.9 47198.6 56927.8 57233.5 231.23
6141.79 46818 46880.1 56714.9 56814.3 230.946
6144.65 46915.5 47113 56800.3 57037.7 231.266
6147.5 47605.4 47361.7 57597.9 57300.1 232.95
6150.36 47564.1 47632.6 57502 57589.6 232.85
6153.21 47728.2 47781.6 57668.9 57728.3 233.287
6156.07 48052.5 47905.5 58014.2 57861.3 234.037
6158.92 47935.9 47959.4 57901 57916 233.791
6161.78 47889.7 48009.8 57832.9 57979.4 233.678
6164.63 48203.9 47981.8 58204.2 57943.3 234.432
6167.49 47851.8 48012.3 57792.7 57958.1 233.527
6170.34 47981.4 47820.3 57877.3 57712.5 233.842
6173.2 47627.6 47697.9 57467.6 57555.3 233.038
6176.05 47484.7 47522.9 57321 57335.8 232.652
6178.91 47456.5 47701.7 57218.9 57545.3 232.559
6181.76 48163.8 47872.6 58096 57693.3 234.318
6184.61 47997.5 47871.1 57764.8 57669 233.935
6187.47 47451.9 47607.3 57146.2 57345.6 232.572
6190.32 47372.6 47449.7 57125.7 57167.7 232.373
6193.17 47524.5 47621.9 57231.3 57366.3 232.771
6196.03 47968.7 47769.6 57741.9 57511.7 233.866
6198.88 47815.5 47936.7 57561.9 57658.1 233.459
6201.73 48025.8 47800.2 57670.4 57500.9 234.045
6204.59 47559.2 47778.5 57270.4 57468.2 232.841
6207.44 47750.4 47681.9 57463.9 57361.4 233.334
6210.29 47736.3 47722.2 57349.8 57365.9 233.317
6213.14 47680 47625.8 57283.9 57221.2 233.147
6216 47461 47577.6 57030 57161.6 232.594
6218.85 47591.7 47432.9 57170.8 56999.2 232.898
6221.7 47245.9 47316.5 56796.7 56832.5 232.053
6224.55 47112 47230.7 56530.1 56722.5 231.726
6227.41 47334.2 47124.8 56840.6 56565.7 232.268
6230.26 46928.3 46863.3 56326.4 56270.8 231.272
6233.11 46327.5 46686.7 55645.6 56042.1 229.761
6235.96 46804.3 46380 56154.4 55656.8 230.924
6238.81 46008.1 46365.3 55170.6 55589.4 228.905
6241.66 46283.6 46083.4 55443.4 55231.9 229.654
6244.51 45958.6 45890.7 55081.7 54982.7 228.836
6247.36 45430 45710 54423 54747.7 227.548
6250.21 45741.4 45593.8 54738.5 54568.1 228.37
6253.07 45610.1 45738.4 54542.7 54708.6 228.018
6255.92 45863.6 45861.9 54844.5 54832.4 228.632
6258.77 46112 45954.6 55109.9 54925 229.263
6261.62 45888.3 45972.5 54820.4 54945.2 228.655
6264.47 45917.2 46067.9 54905.2 55047.4 228.758
6267.32 46398.2 46052.9 55416.6 55029 229.943
6270.17 45843.3 46075 54765 55021.7 228.597
6273.02 45983.3 45735.7 54883.4 54598.9 228.964
6275.87 45380.4 45534.4 54148.4 54377.7 227.454
6278.71 45239.4 45370.1 54101.4 54161.4 227.068
6281.56 45490.4 45321.2 54234.6 54093.3 227.714
6284.41 45233.8 45375.5 53944 54108.4 227.027
6287.26 45402.3 45349.4 54146.7 54049.7 227.449
6290.11 45412 45541.4 54058.5 54272.3 227.497
6292.96 45809.9 45623.6 54611.8 54413.4 228.275
6295.81 45648.9 45434.9 54569.8 54265.3 227.625
6298.66 44846.1 45082.6 53614.2 53857.4 225.395
6301.51 44752.9 44969.9 53388.2 53629.3 225.163
6304.35 45310.6 45156.7 53885.4 53722.6 226.819
6307.2 45406.5 45423.3 53894.2 53938.9 227.255
6310.05 45552.6 45310.9 54037.1 53741.3 227.696
6312.9 44973.7 45060.1 53292.5 53428 226.336
6315.74 44653.9 44884.2 52954.4 53211.4 225.592
6318.59 45025.1 44795.1 53387.4 53120.6 226.577
6321.44 44706.4 44994.1 53020 53364.5 225.76
6324.29 45250.9 45034.7 53686.1 53398.9 227.095
6327.13 45147 45193.3 53490.6 53587 226.863
6329.98 45182.1 45165 53584.4 53527.5 226.92
6332.83 45165.9 44993.3 53507.4 53326.2 226.904
6335.67 44632 44792.9 52886.7 53081.8 225.604
6338.52 44580.8 44686.8 52851.3 52970.3 225.475
