wavelength spec_sum spec_optimal
4154.28 29.7126 30.3161
4157.2 31.297 33.6717
4160.11 27.4444 27.193
4163.02 30.7975 33.2322
4165.93 26.5515 28.1059
4168.85 30.1767 31.7888
4171.76 29.6908 31.5147
4174.67 29.2079 31.5922
4177.58 32.0561 31.5429
4180.5 31.5394 32.4794
4183.41 31.2463 32.479
4186.32 30.2157 30.4654
4189.23 30.6081 30.7109
4192.14 32.9384 32.5345
4195.06 30.2287 32.7848
4197.97 27.7226 28.6889
4200.88 30.9215 30.872
4203.79 31.3205 32.5361
4206.7 31.2695 34.5401
4209.61 29.2521 30.0761
4212.53 30.0494 31.3938
4215.44 33.3756 34.9723
4218.35 30.4525 30.0203
4221.26 31.5593 32.9835
4224.17 32.7878 34.1081
4227.08 29.2997 28.6733
4230 29.9727 30.1438
4232.91 28.6133 30.687
4235.82 31.4515 31.9353
4238.73 29.6754 31.2599
4241.64 32.5114 34.4467
4244.55 32.9835 32.6129
4247.46 30.5704 31.6749
4250.38 31.8948 33.1134
4253.29 29.6982 30.0154
4256.2 31.3942 32.0127
4259.11 29.3147 30.0453
4262.02 28.8154 29.6829
4264.93 27.7638 30.0109
4267.84 32.5112 34.3624
4270.75 29.0191 29.7107
4273.66 27.1239 28.7127
4276.57 30.7857 32.326
4279.49 28.8758 29.5319
4282.4 27.2326 27.4723
4285.31 34.5779 36.3095
4288.22 33.5987 34.869
4291.13 34.751 34.7286
4294.04 30.0843 32.4875
4296.95 31.4026 31.8343
4299.86 29.4302 31.7202
4302.77 33.6523 35.9608
4305.68 31.3416 32.6113
4308.59 33.1399 33.4868
4311.5 31.0562 32.5016
4314.41 35.005 36.7655
4317.32 32.5402 33.1377
4320.23 31.7034 33.2572
4323.14 33.0219 32.0821
4326.05 34.9628 36.1361
4328.96 30.4759 31.1259
4331.87 32.7892 35.8976
4334.78 35.322 34.5959
4337.69 34.4368 33.5725
4340.6 30.9758 31.5923
4343.51 30.9377 30.6631
4346.42 29.6959 30.5703
4349.33 29.8873 30.1059
4352.24 31.0959 30.9482
4355.15 32.4624 33.3926
4358.06 33.1828 34.8263
4360.97 28.2874 29.4779
4363.88 28.9467 30.2983
4366.79 28.3344 28.975
4369.7 29.7427 31.1548
4372.61 27.4467 28.3876
4375.52 29.1322 29.0278
4378.43 28.8483 29.4864
4381.34 34.4194 34.9258
4384.25 32.8342 33.7858
4387.15 30.7911 32.1871
4390.06 31.8237 31.8274
4392.97 32.162 34.0535
4395.88 33.235 34.0689
4398.79 32.1869 31.3641
4401.7 30.2609 31.6557
4404.61 31.6207 32.7376
4407.52 32.3169 34.3203
4410.43 34.9126 34.6393
4413.34 32.1551 33.0521
4416.24 28.0666 28.6222
4419.15 33.3445 34.7919
4422.06 33.6304 34.9885
4424.97 36.4693 38.1868
4427.88 34.5549 34.3131
4430.79 35.0395 34.8833
4433.7 35.0828 37.5404
4436.6 32.9418 33.6375
4439.51 37.3152 37.9789
4442.42 36.5896 36.2077
4445.33 35.1356 35.4276
4448.24 31.5378 31.1587
4451.14 30.2404 31.3957
4454.05 33.9799 34.5123
4456.96 36.0771 37.2152
4459.87 34.7872 35.2238
4462.78 34.3488 35.7071
4465.68 38.462 38.1887
4468.59 29.4379 29.2272
4471.5 34.9637 35.0354
4474.41 33.7508 33.9281
4477.32 37.7557 38.2709
4480.22 35.8681 37.4114
4483.13 38.17 39.1891
4486.04 33.3683 33.7063
4488.95 34.8272 35.8611
4491.85 33.5608 34.8306
4494.76 36.4694 35.9434
4497.67 33.1105 32.6104
4500.58 38.2853 38.697
4503.48 33.1059 33.6027
4506.39 39.514 40.473
4509.3 33.207 34.9012
4512.2 35.3621 37.6564
4515.11 38.8212 39.4026
4518.02 36.997 38.3759
4520.92 39.244 40.4991
4523.83 35.7305 36.3998
4526.74 37.1068 39.0969
4529.65 32.9648 32.7453
4532.55 38.4845 38.2038
4535.46 38.6155 40.1085
4538.37 38.19 38.6543
4541.27 33.526 34.0679
4544.18 35.8843 36.7357
4547.08 34.2137 34.7703
4549.99 35.9546 36.8011
4552.9 38.0372 38.6278
4555.8 36.4466 37.0933
4558.71 37.3671 38.9794
4561.62 39.5561 39.0512
4564.52 38.7548 39.3136
4567.43 32.8877 33.9594
4570.33 37.193 36.6389
4573.24 38.6928 39.1748
4576.15 38.0852 38.6852
4579.05 38.5953 40.427
4581.96 40.898 42.0664
4584.86 30.0736 33.0555
4587.77 37.3441 39.5073
4590.67 34.6731 34.8986
4593.58 34.2493 35.2765
4596.49 34.2664 34.0792
4599.39 36.4739 36.9064
4602.3 37.0012 36.8164
4605.2 32.8631 31.2997
4608.11 37.261 36.982
4611.01 33.2235 33.7134
4613.92 35.8794 35.7515
4616.82 36.5158 35.2879
4619.73 36.3529 36.1071
4622.63 33.7177 33.8877
4625.54 33.8631 33.0956
4628.44 35.6913 34.3416
4631.35 36.3214 32.5503
4634.25 32.5933 31.4938
4637.16 35.6652 34.5155
4640.06 39.0436 35.1139
4642.97 39.8959 38.206
4645.87 36.8126 35.2532
4648.77 38.79 35.738
4651.68 33.5257 32.49
4654.58 38.1921 35.1089
4657.49 35.4338 33.6454
4660.39 35.5506 32.1531
4663.3 35.3326 33.4048
4666.2 36.1523 31.6171
4669.1 35.7924 33.1813
4672.01 34.0072 30.3975
4674.91 40.196 35.7599
4677.82 37.1736 33.6425
4680.72 36.5847 32.7383
4683.62 42.6048 39.0952
4686.53 38.3022 36.7328
4689.43 40.2916 35.4512
4692.33 36.82 33.5502
4695.24 39.66 35.0766
4698.14 36.7354 33.0938
4701.04 43.8537 40.7162
4703.95 43.9487 40.5491
4706.85 38.5506 35.5686
4709.75 41.7434 38.2655
4712.66 41.9518 37.9865
4715.56 36.8337 34.6572
4718.46 37.4782 36.1169
4721.37 39.5831 36.7379
4724.27 41.4856 39.3146
4727.17 39.1463 35.818
4730.08 36.5147 34.3781
4732.98 33.1339 32.2202
4735.88 36.0547 34.0192
4738.78 34.8194 34.253
4741.69 40.3733 38.8279
4744.59 39.1609 36.1314
4747.49 37.5546 35.5105
4750.39 39.2237 37.5049
4753.29 35.5701 33.4079
4756.2 34.8738 33.4159
4759.1 38.0719 36.9264
4762 37.8762 36.4803
4764.9 37.1535 34.2776
4767.81 36.2555 34.834
4770.71 35.5541 32.4995
4773.61 39.0585 37.2059
4776.51 35.8387 33.6353
4779.41 37.9799 35.7818
4782.31 34.6652 33.7236
4785.22 34.8035 33.8069
4788.12 38.4598 36.1731
4791.02 38.9212 37.7245
4793.92 37.8217 36.1057
4796.82 32.8531 31.6684
4799.72 37.6888 36.2103
4802.62 36.3046 34.6446
4805.52 39.9127 38.5925
4808.43 37.9931 36.3174
4811.33 38.4156 36.1154
4814.23 35.8969 34.8798
4817.13 37.9898 36.5598
4820.03 38.8033 36.4569
4822.93 36.6356 35.2503
4825.83 38.2687 35.7793
4828.73 41.1056 39.287
4831.63 39.7494 37.301
4834.53 38.2832 36.2864
4837.43 37.4002 34.7699
4840.33 42.0759 38.7337
4843.23 38.9132 37.5988
4846.13 40.3629 38.9736
4849.03 38.5871 37.0506
4851.93 40.7138 38.5192
4854.83 40.3538 37.8813
4857.73 43.9147 41.4462
4860.63 37.882 36.9503
4863.53 39.6348 37.8187
4866.43 43.3338 41.3809
4869.33 39.792 38.129
4872.23 40.9181 37.4802
4875.13 39.1823 38.2495
4878.03 41.9409 40.2904
4880.93 39.0784 38.5434
4883.83 42.9408 40.5724
4886.73 43.5468 41.4305
4889.63 44.4121 42.879
4892.53 46.2135 44.2802
4895.42 39.3975 38.6736
4898.32 47.3562 45.9818
4901.22 44.2745 42.7003
4904.12 46.91 45.7432
4907.02 42.217 39.9989
4909.92 43.8025 41.3329
4912.82 42.5438 41.3927
4915.72 42.6667 41.0823
4918.61 46.7656 45.498
4921.51 40.1054 38.2742
4924.41 38.7098 37.638
4927.31 40.7528 38.4724
4930.21 40.0749 38.3913
4933.1 42.3614 41.5377
4936 41.1059 39.0219
4938.9 38.9821 36.2506
4941.8 39.7232 38.1305
4944.7 37.2839 35.9364
4947.59 38.7012 37.2596
4950.49 39.2405 37.7248
4953.39 39.1152 37.281
4956.29 39.4247 37.5593
4959.18 35.3846 33.7199
4962.08 37.054 34.5867
4964.98 39.8544 38.38
4967.88 41.5231 39.1436
4970.77 42.8185 41.3195
4973.67 38.2964 37.2283
4976.57 40.2474 38.4541
4979.46 40.9312 39.3248
4982.36 41.9134 39.8486
4985.26 42.0476 41.1942
4988.15 44.2206 41.6163
4991.05 38.6194 36.0325
4993.95 39.0107 37.161
4996.84 41.7801 39.8922
4999.74 40.5283 39.1709
5002.64 43.2734 42.163
5005.53 41.4819 40.4709
5008.43 42.3892 40.2819
5011.32 40.5362 38.5573
5014.22 41.1137 39.8923
5017.12 43.134 41.7713
5020.01 43.7061 43.4977
5022.91 45.0033 43.6824
5025.8 44.4158 42.1814
5028.7 40.8859 39.0899
5031.59 40.4187 38.8262
5034.49 45.3862 43.5974
5037.39 44.8823 43.5927
5040.28 42.7647 39.9058
5043.18 44.9358 42.809
5046.07 46.3786 44.5807
5048.97 45.6103 43.4512
5051.86 46.7986 45.5351
5054.76 42.1583 40.7089
5057.65 44.3112 42.2991
5060.55 43.2049 41.7188
5063.44 44.8317 42.6494
5066.34 46.0885 45.346
5069.23 44.2192 42.6781
5072.12 45.2041 43.1117
5075.02 43.0903 41.9324
5077.91 45.9909 44.0325
5080.81 44.4977 42.0725
5083.7 45.9547 44.1482
5086.6 44.9628 43.0039
5089.49 45.1023 43.4394
5092.38 44.7498 43.296
5095.28 46.2752 43.4336
5098.17 45.9324 44.4405
5101.06 43.5164 42.1596
5103.96 44.6599 42.7376
5106.85 47.489 45.1824
5109.74 45.1623 43.1238
5112.64 45.1992 43.5942
5115.53 46.8708 44.3861
5118.42 41.4615 40.1317
5121.32 43.8463 43.2016
5124.21 46.9716 45.4166
5127.1 45.6777 43.0016
5130 42.9532 40.8476
5132.89 45.1992 44.004
5135.78 48.5205 46.5038
5138.67 43.7552 41.3561
5141.57 46.9711 45.4693
5144.46 45.6166 44.512
5147.35 46.1504 44.0732
5150.24 46.9804 45.8665
5153.14 47.4452 44.743
5156.03 48.0207 46.0201
5158.92 47.2132 45.6043
5161.81 44.1062 42.1991
5164.7 44.8685 43.0705
5167.6 46.6551 44.9555
5170.49 43.4246 41.1167
5173.38 48.8604 46.2611
5176.27 47.3345 45.5806
5179.16 45.5117 44.3204
5182.05 48.043 45.9536
