3247.54  CuI
3273.962  CuI
3307.2283  CuI
3350.9243  CuI
3376.4359  CuI
3388.5309  CuI
3464.1272  CuI
3476.7474  CuI
3478.2324  CuI
3480.5055  CuI
3509.7785  CuI
3514.3877  CuI
3519.9936  CuI
3521.2601  CuI
3521.9781  CuI
3535.3196  CuI
3548.5144  CuI
3554.3058  CuI
3556.9041  CuI
3559.5081  CuI
3561.0304  CuI
3565.0298  CuI
3567.6564  CuI
3576.6156  CuI
3582.3546  CuI
3588.4407  CuI
3606.5218  CuI
3622.1375  CuI
3632.6831  CuI
3639.8329  CuI
3649.8323  CuI
3650.8896  CuI
3655.2782  CuI
3659.5289  CuI
3660.437 CuI 
3669.6024 CuI 
3673.2645 CuI 
3678.2701 CuI 
3680.0609 CuI 
3682.5448 CuI 
3690.8951 CuI 
3706.9302 CuI 
3709.9088 CuI 
3714.7337 CuI 
3718.2065 CuI 
3720.4265 CuI 
3724.5165 CuI 
3729.3087 CuI 
3737.889 CuI
3746.4476 CuI 
3750.4799 CuI 
3763.5053 CuI 
3765.27 CuI 
3770.52 CuI 
3780.8398 CuI 
3786.3824 CuI 
3796.5934 CuI 
3799.382 CuI  
3803.1724 CuI 
3809.4561 CuI 
3819.0159 CuI 
3825.6729 CuI 
3826.8072 CuI 
3834.6787 CuI 
3841.5187 CuI 
3845.4055 CuI 
3850.5813 CuI 
3856.1382 CuI 
3868.5284 CuI 
3872.1371 CuI 
3875.2645 CuI 
3880.3332 CuI 
3894.66 CuI
3900.6266 CuI
3911.576 CuI  
3914.7675 CuI 
3925.7188 CuI 
3928.6233 CuI 
3931.2359 CuI 
3932.5466 CuI 
3944.2717 CuI 
3946.0971 CuI 
3947.5046 CuI 
3948.9789 CuI 
3952.7291 CuI 
3958.38 CuI  
3968.3594 CuI 
3974.4766 CuI 
3979.3559 CuI 
3988.1576 CuI 
3992.0535 CuI 
3994.7918 CuI 
4005.3628 CuI 
4011.2093 CuI 
4013.8566 CuI 
4019.8429 CuI 
4022.629 CuI  
4031.3783 CuI 
4033.8093 CuI 
4035.46 CuI 
4038.8043 CuI 
4042.8937 CuI 
4044.4179 CuI 
4047.4815 CuI 
4052.9208 CuI 
4062.641 CuI
4072.0047 CuI 
4076.6284 CuI 
4079.5738 CuI 
4082.3872 CuI 
4099.4563 CuI 
4103.9121 CuI 
4112.8153 CuI 
4116.3753 CuI 
4128.64 CuI 
4131.7235 CuI 
4144.2435 CuI 
4156.086 CuI 
4158.5905 CuI 
4164.1795 CuI 
4168.9682 CuI 
4179.2973 CuI 
4181.8836 CuI 
4191.0294 CuI 
4198.317 CuI  
4200.6745 CuI 
4203.4109 CuI 
4217.4308 CuI 
4222.6373 CuI 
4228.158 CuI 
4229.8696 CuI 
4237.2198 CuI 
4251.1846 CuI 
4255.6034 CuI
4259.3619 CuI 
4266.5271 CuI 
4272.1689 CuI 
4277.5282 CuI 
4282.8976 CuI 
4297.9645 CuI 
4300.1008 CuI 
4309.2392 CuI 
4331.1995 CuI 
4333.5612 CuI 
4335.3379 CuI 
4337.0708 CuI 
4345.168 CuI 
4348.064 CuI 
4352.2049 CuI 
4362.0662 CuI 
4363.7945 CuI 
4367.8316 CuI 
4370.7532 CuI 
4375.9542 CuI 
4379.6668 CuI 
4385.0566 CuI 
4386.9656 CuI 
4397.7971 CuI
4400.9863 CuI 
4404.9022 CuI 
4406.4704 CuI 
4420.9124 CuI 
4426.0011 CuI 
4430.189 CuI 
4433.838 CuI 
4439.4614 CuI 
4445.8483 CuI 
4448.8792 CuI 
4460.5574 CuI 
4474.7594 CuI 
4481.8107 CuI 
4490.9816 CuI 
4498.5384 CuI 
4502.9268 CuI 
4507.8339 CuI 
4510.7332 CuI 
4522.323 CuI
4530.5523 CuI 
4530.785 CuI 
4535.4903 CuI 
4537.6426 CuI 
4545.0519 CuI 
4547.7589 CuI 
4564.4054 CuI
4564.4054 CuI 
4579.3495 CuI 
4589.8978 CuI 
4596.0967 CuI 
4598.7627 CuI 
4609.5673 CuI 
4628.4409 CuI 
4637.2328 CuI 
4651.124 CuI 
4657.9012 CuI 
4682.2759 CuI 
4702.3161 CuI 
4721.591 CuI 
4726.8683 CuI 
4732.0532 CuI 
4735.9058 CuI 
4757.2196 CuI 
4764.8646 CuI 
4786.1485 CuI 
4792.0819 CuI 
4806.0205 CuI 
4847.8095 CuI 
4865.9105 CuI 
4876.2611 CuI 
4879.8635 CuI 
4882.2432 CuI 
4889.0422 CuI 
4904.7516 CuI 
4914.3146 CuI 
4933.2091 CuI 
4942.9214 CuI 
4949.3979 CuI 
4965.0795 CuI 
4972.1597 CuI 
5009.3344 CuI 
5017.1628 CuI 
5062.0371 CuI 
5090.4951 CuI 
5105.541 CuI
5118.2023 CuI  
5125.7654 CuI 
5141.7827 CuI 
5145.3083 CuI 
5151.3907 CuI 
5153.235 CuI
5162.2846 CuI 
5165.7728 CuI 
5176.2292 CuI 
5187.7462 CuI 
5218.202 CuI 
5245.3781 CuI 
5254.4648 CuI 
5264.7824 CuI 
5281.6285 CuI 
5292.517  CuI
5305.688 CuI 
5311.9787 CuI 
5315.2095 CuI 
5331.0375 CuI 
5373.4943 CuI 
5384.3753 CuI 
5393.5995 CuI 
5397.516 CuI 
5402.6048 CuI 
5410.473 CuI 
5421.3517 CuI 
5439.9891 CuI 
5451.652 CuI 
5457.4157 CuI 
5467.1608 CuI 
5473.4516 CuI 
5490.1194 CuI 
5495.8738 CuI 
