5498.1841 CuI 
5506.1128 CuI 
5514.376 CuI 
5519.3436 CuI 
5524.957 CuI 
5545.0495 CuI 
5558.702 CuI 
5572.5413 CuI 
5577.6845 CuI 
5581.8714 CuI 
5588.72 CuI 
5597.4756 CuI 
5601.1216 CuI 
5606.733 CuI 
5625.6782 CuI 
5641.3751 CuI 
5648.6863 CuI 
5650.7043 CuI 
5654.4566 CuI 
5659.1272 CuI 
5681.9001 CuI 
5691.6612 CuI 
5700.24  CuI
5704.3764 CuI 
5739.5196 CuI 
5743.2755 CuI 
5756.5983 CuI 
5772.1143 CuI 
5774.0087 CuI 
5782.132  CuI
5783.536 CuI
5786.5553 CuI 
5802.0798 CuI 
5812.7592 CuI 
5822.1291 CuI 
5828.0739 CuI 
5834.2633 CuI 
5843.7775 CuI 
5860.3103 CuI 
5882.6242 CuI 
5888.5841 CuI 
5912.0853 CuI 
5916.5992 CuI 
5927.1258 CuI 
5928.813 CuI 
5942.6686 CuI 
5949.2583 CuI 
5964.4723 CuI 
5968.3199 CuI 
5971.6008 CuI 
5981.9239 CuI 
5987.3016 CuI 
5998.9987 CuI 
6005.7242 CuI 
6013.6777 CuI 
6025.15 CuI
6032.1274 CuI 
6043.2233 CuI 
6046.8977 CuI 
6052.7229 CuI 
6059.3725 CuI 
6064.7508 CuI 
6081.2433 CuI 
6085.8797 CuI 
6090.7848 CuI 
6098.8031 CuI 
6101.1615 CuI 
6103.539  CuI
6105.6351 CuI 
6113.4657 CuI 
6114.9234 CuI 
6119.6565 CuI 
6123.3619 CuI 
6127.416  CuI
6138.6559 CuI 
6145.4411 CuI 
6155.2385 CuI 
6165.1232 CuI 
6170.174  CuI
6172.2778 CuI 
6187.135  CuI
6201.1002 CuI 
6212.5031 CuI 
6215.9383 CuI 
6230.9216 CuI 
6239.7121 CuI 
6243.1201 CuI 
6248.4055 CuI 
6278.6453 CuI 
6296.8722 CuI 
6307.657  CuI
6324.4163 CuI 
6348.2321 CuI 
6364.8937 CuI 
6369.5748 CuI 
6375.9549 CuI 
6384.7169 CuI 
6388.3396 CuI 
6396.6097 CuI 
6399.2065 CuI 
6403.0128 CuI 
6408.9035 CuI 
6416.3071 CuI 
6422.8969 CuI 
6431.555  CuI
6437.6003 CuI 
6441.8994 CuI 
6443.8598 CuI 
6466.5526 CuI 
6483.0825 CuI 
6538.112  CuI
6604.8534 CuI 
6643.6976 CuI 
6660.6761 CuI 
6664.051  CuI
6677.2817 CuI 
6684.2929 CuI 
6719.2184 CuI 
6752.8335 CuI 
6766.6117 CuI 
6827.2488 CuI 
6861.2688 CuI 
6871.2891 CuI 
6879.5824 CuI 
6888.1742 CuI 
6925.0094 CuI 
6937.6642 CuI 
6951.4776 CuI 
6965.4307 CuI 
6992.2126 CuI 
7030.2514 CuI 
7067.2181 CuI 
7086.7044 CuI 
7107.4778 CuI 
7125.82 CuI
7147.0416 CuI 
7158.8387 CuI 
7206.9804 CuI 
7229.9386 CuI 
7233.5365 CuI 
7265.1724 CuI 
7272.9359 CuI 
7285.4437 CuI 
7311.7159 CuI 
7316.005  CuI
7353.293  CuI
7372.1184 CuI 
7383.9805 CuI 
7392.9801 CuI 
7412.3368 CuI 
7425.2942 CuI 
7471.1641 CuI 
7484.3267 CuI 
7503.8691 CuI 
7514.6518 CuI 
7618.3443 CuI 
7635.106  CuI
7704.8169 CuI 
7724.2072 CuI 
7798.5604 CuI 
7814.323  CuI
7861.91  CuI
7891.075  CuI
7916.442  CuI
7948.1764 CuI 
8006.1567 CuI 
8014.7857 CuI 
8037.2183 CuI 
8046.1169 CuI 
8053.3085 CuI 
8103.6931 CuI 
8115.311  CuI
8203.4352 CuI 
8264.5225 CuI 
8384.724  CuI
8408.2096 CuI 
8424.6475 CuI 
8490.3065 CuI 
8521.4422 CuI 
8605.7762 CuI 
8620.4602 CuI 
8667.9442 CuI 
8678.4083 CuI 
8761.6862 CuI 
8771.8602 CuI 
8784.5563 CuI 
8799.0875 CuI 
8905.6581 CuI 
8962.1468 CuI 
9008.4636 CuI 
9017.5912 CuI 
9122.9674 CuI 
9194.6385 CuI 
9224.4992 CuI 
9291.5313 CuI 
9354.2198 CuI 
9508.4513 CuI 
9657.7863 CuI 
9784.5028 CuI 
9854.26  CuII
9906.3907  CuI
